date,sku_id,dc_id,quantity,is_promotional,out_of_stock_lost_sales
2026-02-13,MED005,DC007,56.82,False,0.0
2026-02-13,MED005,DC008,91.51,False,0.0
2026-02-13,MED006,DC001,38.35,False,0.0
2026-02-13,MED006,DC002,32.94,False,0.0
2026-02-13,MED006,DC003,30.2,False,0.0
2026-02-13,MED006,DC004,28.43,False,0.0
2026-02-13,MED006,DC005,17.19,False,0.0
2026-02-13,MED006,DC006,24.43,False,0.0
2026-02-13,MED006,DC007,26.91,False,0.0
2026-02-13,MED006,DC008,41.4,False,0.0
2026-02-13,MED007,DC001,80.96,False,0.0
2026-02-13,MED007,DC002,49.37,False,0.0
2026-02-13,MED007,DC003,80.67,False,0.0
2026-02-13,MED007,DC004,70.04,False,0.0
2026-02-13,MED007,DC005,65.66,False,0.0
2026-02-13,MED007,DC006,84.98,False,0.0
2026-02-13,MED007,DC007,91.27,False,0.0
2026-02-13,MED007,DC008,89.78,False,0.0
2026-02-13,MED008,DC001,156.97,False,0.0
2026-02-13,MED008,DC002,163.99,False,0.0
2026-02-13,MED008,DC003,172.48,False,0.0
2026-02-13,MED008,DC004,159.09,False,0.0
2026-02-13,MED008,DC005,139.81,False,0.0
2026-02-13,MED008,DC006,143.7,False,0.0
2026-02-13,MED008,DC007,131.5,False,0.0
2026-02-13,MED008,DC008,130.31,False,0.0
2026-02-13,MED009,DC001,208.44,False,0.0
2026-02-13,MED009,DC002,220.33,False,0.0
2026-02-13,MED009,DC003,189.1,False,0.0
2026-02-13,MED009,DC004,187.75,False,0.0
2026-02-13,MED009,DC005,173.71,False,0.0
2026-02-13,MED009,DC006,151.7,False,0.0
2026-02-13,MED009,DC007,173.71,False,0.0
2026-02-13,MED009,DC008,199.43,False,0.0
2026-02-13,MED010,DC001,95.39,False,0.0
2026-02-13,MED010,DC002,148.08,False,0.0
2026-02-13,MED010,DC003,10.32,False,0.0
2026-02-13,MED010,DC004,123.63,False,0.0
2026-02-13,MED010,DC005,123.58,False,0.0
2026-02-13,MED010,DC006,86.73,False,0.0
2026-02-13,MED010,DC007,99.59,False,0.0
2026-02-13,MED010,DC008,31.14,False,0.0
2026-02-13,MED011,DC001,51.53,False,0.0
2026-02-13,MED011,DC002,59.04,False,0.0
2026-02-13,MED011,DC003,73.62,False,0.0
2026-02-13,MED011,DC004,47.65,False,0.0
2026-02-13,MED011,DC005,43.87,False,0.0
2026-02-13,MED011,DC006,47.86,False,0.0
2026-02-13,MED011,DC007,66.3,False,0.0
2026-02-13,MED011,DC008,58.67,False,0.0
2026-02-13,MED012,DC001,126.94,False,0.0
2026-02-13,MED012,DC002,185.42,False,0.0
2026-02-13,MED012,DC003,162.08,False,0.0
2026-02-13,MED012,DC004,210.95,False,0.0
2026-02-13,MED012,DC005,156.44,False,0.0
2026-02-13,MED012,DC006,138.27,False,0.0
2026-02-13,MED012,DC007,134.65,False,0.0
2026-02-13,MED012,DC008,74.58,False,0.0
2026-02-13,MED013,DC001,46.32,False,0.0
2026-02-13,MED013,DC002,46.01,False,0.0
2026-02-13,MED013,DC003,43.8,False,0.0
2026-02-13,MED013,DC004,41.72,False,0.0
2026-02-13,MED013,DC005,31.5,False,0.0
2026-02-13,MED013,DC006,40.11,False,0.0
2026-02-13,MED013,DC007,40.79,False,0.0
2026-02-13,MED013,DC008,36.81,False,0.0
2026-02-13,MED014,DC001,50.39,False,0.0
2026-02-13,MED014,DC002,59.79,False,0.0
2026-02-13,MED014,DC003,84.42,False,0.0
2026-02-13,MED014,DC004,55.97,False,0.0
2026-02-13,MED014,DC005,57.35,False,0.0
2026-02-13,MED014,DC006,51.84,False,0.0
2026-02-13,MED014,DC007,21.18,False,0.0
2026-02-13,MED014,DC008,52.63,False,0.0
2026-02-13,MED015,DC001,175.07,False,0.0
2026-02-13,MED015,DC002,228.92,False,0.0
2026-02-13,MED015,DC003,169.41,False,0.0
2026-02-13,MED015,DC004,157.82,False,0.0
2026-02-13,MED015,DC005,150.29,False,0.0
2026-02-13,MED015,DC006,124.87,False,0.0
2026-02-13,MED015,DC007,176.67,False,0.0
2026-02-13,MED015,DC008,167.91,False,0.0
2026-02-13,MED016,DC001,104.93,False,0.0
2026-02-13,MED016,DC002,50.95,False,0.0
2026-02-13,MED016,DC003,124.35,False,0.0
2026-02-13,MED016,DC004,35.31,False,0.0
2026-02-13,MED016,DC005,118.4,False,0.0
2026-02-13,MED016,DC006,149.35,False,0.0
2026-02-13,MED016,DC007,48.37,False,0.0
2026-02-13,MED016,DC008,61.84,False,0.0
2026-02-13,MED017,DC001,31.15,False,0.0
2026-02-13,MED017,DC002,27.1,False,0.0
2026-02-13,MED017,DC003,20.08,False,0.0
2026-02-13,MED017,DC004,30.94,False,0.0
2026-02-13,MED017,DC005,23.36,False,0.0
2026-02-13,MED017,DC006,33.66,False,0.0
2026-02-13,MED017,DC007,24.31,False,0.0
2026-02-13,MED017,DC008,40.88,False,0.0
2026-02-13,MED018,DC001,38.61,False,0.0
2026-02-13,MED018,DC002,46.53,False,0.0
2026-02-13,MED018,DC003,66.01,False,0.0
2026-02-13,MED018,DC004,30.93,False,0.0
2026-02-13,MED018,DC005,55.96,False,0.0
2026-02-13,MED018,DC006,74.48,False,0.0
2026-02-13,MED018,DC007,24.47,False,0.0
2026-02-13,MED018,DC008,55.22,False,0.0
2026-02-13,MED019,DC001,68.55,False,0.0
2026-02-13,MED019,DC002,78.4,False,0.0
2026-02-13,MED019,DC003,40.29,False,0.0
2026-02-13,MED019,DC004,38.71,False,0.0
2026-02-13,MED019,DC005,73.49,False,0.0
2026-02-13,MED019,DC006,69.25,False,0.0
2026-02-13,MED019,DC007,68.37,False,0.0
2026-02-13,MED019,DC008,70.18,False,0.0
2026-02-13,MED020,DC001,33.42,False,0.0
2026-02-13,MED020,DC002,41.31,False,0.0
2026-02-13,MED020,DC003,41.84,False,0.0
2026-02-13,MED020,DC004,33.12,False,0.0
2026-02-13,MED020,DC005,55.44,False,0.0
2026-02-13,MED020,DC006,43.4,False,0.0
2026-02-13,MED020,DC007,29.0,False,0.0
2026-02-13,MED020,DC008,44.98,False,0.0
2026-02-13,MED021,DC001,139.73,False,0.0
2026-02-13,MED021,DC002,196.97,False,0.0
2026-02-13,MED021,DC003,209.04,False,0.0
2026-02-13,MED021,DC004,144.74,False,0.0
2026-02-13,MED021,DC005,202.7,False,0.0
2026-02-13,MED021,DC006,184.81,False,0.0
2026-02-13,MED021,DC007,198.11,False,0.0
2026-02-13,MED021,DC008,233.03,False,0.0
2026-02-13,MED022,DC001,41.94,False,0.0
2026-02-13,MED022,DC002,36.98,False,0.0
2026-02-13,MED022,DC003,35.66,False,0.0
2026-02-13,MED022,DC004,36.38,False,0.0
2026-02-13,MED022,DC005,43.59,False,0.0
2026-02-13,MED022,DC006,47.67,False,0.0
2026-02-13,MED022,DC007,47.04,False,0.0
2026-02-13,MED022,DC008,52.41,False,0.0
2026-02-13,MED023,DC001,113.35,False,0.0
2026-02-13,MED023,DC002,153.12,False,0.0
2026-02-13,MED023,DC003,105.69,False,0.0
2026-02-13,MED023,DC004,188.08,False,0.0
2026-02-13,MED023,DC005,158.51,False,0.0
2026-02-13,MED023,DC006,89.33,False,0.0
2026-02-13,MED023,DC007,83.43,False,0.0
2026-02-13,MED023,DC008,126.31,False,0.0
2026-02-13,MED024,DC001,39.41,False,0.0
2026-02-13,MED024,DC002,49.43,False,0.0
2026-02-13,MED024,DC003,46.85,False,0.0
2026-02-13,MED024,DC004,41.02,False,0.0
2026-02-13,MED024,DC005,32.76,False,0.0
2026-02-13,MED024,DC006,25.62,False,0.0
2026-02-13,MED024,DC007,37.03,False,0.0
2026-02-13,MED024,DC008,50.95,False,0.0
2026-02-13,MED025,DC001,156.84,False,0.0
2026-02-13,MED025,DC002,134.67,False,0.0
2026-02-13,MED025,DC003,156.22,False,0.0
2026-02-13,MED025,DC004,159.44,False,0.0
2026-02-13,MED025,DC005,140.16,False,0.0
2026-02-13,MED025,DC006,155.92,False,0.0
2026-02-13,MED025,DC007,154.47,False,0.0
2026-02-13,MED025,DC008,136.23,False,0.0
2026-02-13,MED026,DC001,131.68,False,0.0
2026-02-13,MED026,DC002,135.65,False,0.0
2026-02-13,MED026,DC003,145.85,False,0.0
2026-02-13,MED026,DC004,145.27,False,0.0
2026-02-13,MED026,DC005,97.8,False,0.0
2026-02-13,MED026,DC006,106.39,False,0.0
2026-02-13,MED026,DC007,134.75,False,0.0
2026-02-13,MED026,DC008,134.73,False,0.0
2026-02-13,MED027,DC001,118.34,False,0.0
2026-02-13,MED027,DC002,178.35,False,0.0
2026-02-13,MED027,DC003,119.35,False,0.0
2026-02-13,MED027,DC004,129.5,False,0.0
2026-02-13,MED027,DC005,126.23,False,0.0
2026-02-13,MED027,DC006,120.79,False,0.0
2026-02-13,MED027,DC007,103.41,False,0.0
2026-02-13,MED027,DC008,122.73,False,0.0
2026-02-13,MED028,DC001,30.78,False,0.0
2026-02-13,MED028,DC002,34.7,False,0.0
2026-02-13,MED028,DC003,32.88,False,0.0
2026-02-13,MED028,DC004,37.04,False,0.0
2026-02-13,MED028,DC005,53.39,False,0.0
2026-02-13,MED028,DC006,22.77,False,0.0
2026-02-13,MED028,DC007,41.46,False,0.0
2026-02-13,MED028,DC008,24.63,False,0.0
2026-02-13,MED029,DC001,65.75,False,0.0
2026-02-13,MED029,DC002,82.37,False,0.0
2026-02-13,MED029,DC003,71.46,False,0.0
2026-02-13,MED029,DC004,50.06,False,0.0
2026-02-13,MED029,DC005,53.92,False,0.0
2026-02-13,MED029,DC006,68.78,False,0.0
2026-02-13,MED029,DC007,53.76,False,0.0
2026-02-13,MED029,DC008,63.85,False,0.0
2026-02-13,MED030,DC001,62.28,False,0.0
2026-02-13,MED030,DC002,50.82,False,0.0
2026-02-13,MED030,DC003,96.76,False,0.0
2026-02-13,MED030,DC004,71.95,False,0.0
2026-02-13,MED030,DC005,43.64,False,0.0
2026-02-13,MED030,DC006,64.59,False,0.0
2026-02-13,MED030,DC007,50.66,False,0.0
2026-02-13,MED030,DC008,75.54,False,0.0
2026-02-13,MED031,DC001,34.01,False,0.0
2026-02-13,MED031,DC002,40.81,False,0.0
2026-02-13,MED031,DC003,47.02,False,0.0
2026-02-13,MED031,DC004,50.64,False,0.0
2026-02-13,MED031,DC005,29.92,False,0.0
2026-02-13,MED031,DC006,38.6,False,0.0
2026-02-13,MED031,DC007,37.2,False,0.0
2026-02-13,MED031,DC008,35.41,False,0.0
2026-02-13,MED032,DC001,70.46,False,0.0
2026-02-13,MED032,DC002,54.74,False,0.0
2026-02-13,MED032,DC003,35.5,False,0.0
2026-02-13,MED032,DC004,60.67,False,0.0
2026-02-13,MED032,DC005,74.58,False,0.0
2026-02-13,MED032,DC006,61.99,False,0.0
2026-02-13,MED032,DC007,32.51,False,0.0
2026-02-13,MED032,DC008,44.47,False,0.0
2026-02-13,MED033,DC001,68.69,False,0.0
2026-02-13,MED033,DC002,45.14,False,0.0
2026-02-13,MED033,DC003,58.87,False,0.0
2026-02-13,MED033,DC004,62.82,False,0.0
2026-02-13,MED033,DC005,42.53,False,0.0
2026-02-13,MED033,DC006,52.87,False,0.0
2026-02-13,MED033,DC007,14.94,False,0.0
2026-02-13,MED033,DC008,41.37,False,0.0
2026-02-13,MED034,DC001,141.46,False,0.0
2026-02-13,MED034,DC002,129.09,False,0.0
2026-02-13,MED034,DC003,164.9,False,0.0
2026-02-13,MED034,DC004,107.96,False,0.0
2026-02-13,MED034,DC005,120.27,False,0.0
2026-02-13,MED034,DC006,127.37,False,0.0
2026-02-13,MED034,DC007,143.66,False,0.0
2026-02-13,MED034,DC008,107.89,False,0.0
2026-02-13,MED035,DC001,68.74,False,0.0
2026-02-13,MED035,DC002,49.92,False,0.0
2026-02-13,MED035,DC003,31.77,False,0.0
2026-02-13,MED035,DC004,56.65,False,0.0
2026-02-13,MED035,DC005,52.12,False,0.0
2026-02-13,MED035,DC006,38.34,False,0.0
2026-02-13,MED035,DC007,49.89,False,0.0
2026-02-13,MED035,DC008,42.04,False,0.0
2026-02-13,MED036,DC001,82.16,False,0.0
2026-02-13,MED036,DC002,97.5,False,0.0
2026-02-13,MED036,DC003,123.33,False,0.0
2026-02-13,MED036,DC004,44.37,False,0.0
2026-02-13,MED036,DC005,138.63,False,0.0
2026-02-13,MED036,DC006,24.39,False,0.0
2026-02-13,MED036,DC007,74.74,False,0.0
2026-02-13,MED036,DC008,95.43,False,0.0
2026-02-13,MED037,DC001,199.63,False,0.0
2026-02-13,MED037,DC002,170.03,False,0.0
2026-02-13,MED037,DC003,183.61,False,0.0
2026-02-13,MED037,DC004,149.44,False,0.0
2026-02-13,MED037,DC005,146.28,False,0.0
2026-02-13,MED037,DC006,193.41,False,0.0
2026-02-13,MED037,DC007,177.28,False,0.0
2026-02-13,MED037,DC008,142.89,False,0.0
2026-02-13,MED038,DC001,201.32,False,0.0
2026-02-13,MED038,DC002,182.73,False,0.0
2026-02-13,MED038,DC003,198.6,False,0.0
2026-02-13,MED038,DC004,192.85,False,0.0
2026-02-13,MED038,DC005,147.07,False,0.0
2026-02-13,MED038,DC006,155.51,False,0.0
2026-02-13,MED038,DC007,196.54,False,0.0
2026-02-13,MED038,DC008,192.24,False,0.0
2026-02-13,MED039,DC001,32.65,False,0.0
2026-02-13,MED039,DC002,33.69,False,0.0
2026-02-13,MED039,DC003,42.43,False,0.0
2026-02-13,MED039,DC004,28.35,False,0.0
2026-02-13,MED039,DC005,36.92,False,0.0
2026-02-13,MED039,DC006,31.28,False,0.0
2026-02-13,MED039,DC007,31.16,False,0.0
2026-02-13,MED039,DC008,41.08,False,0.0
2026-02-13,MED040,DC001,76.12,False,0.0
2026-02-13,MED040,DC002,75.88,False,0.0
2026-02-13,MED040,DC003,85.58,False,0.0
2026-02-13,MED040,DC004,60.25,False,0.0
2026-02-13,MED040,DC005,88.25,False,0.0
2026-02-13,MED040,DC006,53.72,False,0.0
2026-02-13,MED040,DC007,66.23,False,0.0
2026-02-13,MED040,DC008,57.27,False,0.0
2026-02-14,MED001,DC001,14.86,False,0.0
2026-02-14,MED001,DC002,17.64,False,0.0
2026-02-14,MED001,DC003,9.74,False,0.0
2026-02-14,MED001,DC004,26.01,False,0.0
2026-02-14,MED001,DC005,8.69,False,0.0
2026-02-14,MED001,DC006,7.53,False,0.0
2026-02-14,MED001,DC007,20.79,False,0.0
2026-02-14,MED001,DC008,18.74,False,0.0
2026-02-14,MED002,DC001,19.97,False,0.0
2026-02-14,MED002,DC002,19.99,False,0.0
2026-02-14,MED002,DC003,16.91,False,0.0
2026-02-14,MED002,DC004,12.64,False,0.0
2026-02-14,MED002,DC005,17.33,False,0.0
2026-02-14,MED002,DC006,13.7,False,0.0
2026-02-14,MED002,DC007,21.67,False,0.0
2026-02-14,MED002,DC008,16.26,False,0.0
2026-02-14,MED003,DC001,42.53,False,0.0
2026-02-14,MED003,DC002,49.58,False,0.0
2026-02-14,MED003,DC003,59.84,False,0.0
2026-02-14,MED003,DC004,46.19,False,0.0
2026-02-14,MED003,DC005,42.58,False,0.0
2026-02-14,MED003,DC006,57.47,False,0.0
2026-02-14,MED003,DC007,57.49,False,0.0
2026-02-14,MED003,DC008,46.98,False,0.0
2026-02-14,MED004,DC001,95.13,False,0.0
2026-02-14,MED004,DC002,104.33,False,0.0
2026-02-14,MED004,DC003,82.33,False,0.0
2026-02-14,MED004,DC004,82.87,False,0.0
2026-02-14,MED004,DC005,91.89,False,0.0
2026-02-14,MED004,DC006,98.5,False,0.0
2026-02-14,MED004,DC007,105.37,False,0.0
2026-02-14,MED004,DC008,120.61,False,0.0
2026-02-14,MED005,DC001,74.91,False,0.0
2026-02-14,MED005,DC002,51.77,False,0.0
2026-02-14,MED005,DC003,54.97,False,0.0
2026-02-14,MED005,DC004,32.6,False,0.0
2026-02-14,MED005,DC005,68.83,False,0.0
2026-02-14,MED005,DC006,48.84,False,0.0
2026-02-14,MED005,DC007,62.74,False,0.0
2026-02-14,MED005,DC008,36.59,False,0.0
2026-02-14,MED006,DC001,24.93,False,0.0
2026-02-14,MED006,DC002,34.61,False,0.0
2026-02-14,MED006,DC003,18.94,False,0.0
2026-02-14,MED006,DC004,23.81,False,0.0
2026-02-14,MED006,DC005,26.56,False,0.0
2026-02-14,MED006,DC006,16.14,False,0.0
2026-02-14,MED006,DC007,22.11,False,0.0
2026-02-14,MED006,DC008,20.1,False,0.0
2026-02-14,MED007,DC001,49.81,False,0.0
2026-02-14,MED007,DC002,36.75,False,0.0
2026-02-14,MED007,DC003,48.71,False,0.0
2026-02-14,MED007,DC004,55.81,False,0.0
2026-02-14,MED007,DC005,70.1,False,0.0
2026-02-14,MED007,DC006,62.73,False,0.0
2026-02-14,MED007,DC007,80.63,False,0.0
2026-02-14,MED007,DC008,36.84,False,0.0
2026-02-14,MED008,DC001,118.72,False,0.0
2026-02-14,MED008,DC002,109.59,False,0.0
2026-02-14,MED008,DC003,136.18,False,0.0
2026-02-14,MED008,DC004,82.48,False,0.0
2026-02-14,MED008,DC005,82.06,False,0.0
2026-02-14,MED008,DC006,85.25,False,0.0
2026-02-14,MED008,DC007,65.05,False,0.0
2026-02-14,MED008,DC008,86.22,False,0.0
2026-02-14,MED009,DC001,104.97,False,0.0
2026-02-14,MED009,DC002,124.85,False,0.0
2026-02-14,MED009,DC003,129.04,False,0.0
2026-02-14,MED009,DC004,146.73,False,0.0
2026-02-14,MED009,DC005,126.49,False,0.0
2026-02-14,MED009,DC006,93.1,False,0.0
2026-02-14,MED009,DC007,86.07,False,0.0
2026-02-14,MED009,DC008,116.47,False,0.0
2026-02-14,MED010,DC001,18.01,False,0.0
2026-02-14,MED010,DC002,121.77,False,0.0
2026-02-14,MED010,DC003,100.3,False,0.0
2026-02-14,MED010,DC004,46.03,False,0.0
2026-02-14,MED010,DC005,20.44,False,0.0
2026-02-14,MED010,DC006,106.05,False,0.0
2026-02-14,MED010,DC007,57.7,False,0.0
2026-02-14,MED010,DC008,102.23,False,0.0
2026-02-14,MED011,DC001,13.89,False,0.0
2026-02-14,MED011,DC002,26.83,False,0.0
2026-02-14,MED011,DC003,34.7,False,0.0
2026-02-14,MED011,DC004,35.24,False,0.0
2026-02-14,MED011,DC005,28.78,False,0.0
2026-02-14,MED011,DC006,42.74,False,0.0
2026-02-14,MED011,DC007,20.74,False,0.0
2026-02-14,MED011,DC008,32.78,False,0.0
2026-02-14,MED012,DC001,106.44,False,0.0
2026-02-14,MED012,DC002,128.54,False,0.0
2026-02-14,MED012,DC003,139.6,False,0.0
2026-02-14,MED012,DC004,36.64,False,0.0
2026-02-14,MED012,DC005,38.6,False,0.0
2026-02-14,MED012,DC006,171.34,False,0.0
2026-02-14,MED012,DC007,118.33,False,0.0
2026-02-14,MED012,DC008,57.73,False,0.0
2026-02-14,MED013,DC001,41.33,False,0.0
2026-02-14,MED013,DC002,28.91,False,0.0
2026-02-14,MED013,DC003,38.12,False,0.0
2026-02-14,MED013,DC004,28.49,False,0.0
2026-02-14,MED013,DC005,45.74,False,0.0
2026-02-14,MED013,DC006,43.1,False,0.0
2026-02-14,MED013,DC007,25.76,False,0.0
2026-02-14,MED013,DC008,36.32,False,0.0
2026-02-14,MED014,DC001,44.58,False,0.0
2026-02-14,MED014,DC002,56.6,False,0.0
2026-02-14,MED014,DC003,17.81,False,0.0
2026-02-14,MED014,DC004,45.25,False,0.0
2026-02-14,MED014,DC005,51.44,False,0.0
2026-02-14,MED014,DC006,4.62,False,0.0
2026-02-14,MED014,DC007,14.18,False,0.0
2026-02-14,MED014,DC008,0.0,False,0.0
2026-02-14,MED015,DC001,104.72,False,0.0
2026-02-14,MED015,DC002,126.84,False,0.0
2026-02-14,MED015,DC003,144.43,False,0.0
2026-02-14,MED015,DC004,97.97,False,0.0
2026-02-14,MED015,DC005,132.81,False,0.0
2026-02-14,MED015,DC006,65.39,False,0.0
2026-02-14,MED015,DC007,58.14,False,0.0
2026-02-14,MED015,DC008,95.07,False,0.0
2026-02-14,MED016,DC001,63.0,False,0.0
2026-02-14,MED016,DC002,49.77,False,0.0
2026-02-14,MED016,DC003,0.0,False,0.0
2026-02-14,MED016,DC004,47.98,False,0.0
2026-02-14,MED016,DC005,22.1,False,0.0
2026-02-14,MED016,DC006,72.07,False,0.0
2026-02-14,MED016,DC007,62.45,False,0.0
2026-02-14,MED016,DC008,20.98,False,0.0
2026-02-14,MED017,DC001,15.97,False,0.0
2026-02-14,MED017,DC002,12.31,False,0.0
2026-02-14,MED017,DC003,19.0,False,0.0
2026-02-14,MED017,DC004,25.83,False,0.0
2026-02-14,MED017,DC005,12.8,False,0.0
2026-02-14,MED017,DC006,22.8,False,0.0
2026-02-14,MED017,DC007,15.86,False,0.0
2026-02-14,MED017,DC008,14.1,False,0.0
2026-02-14,MED018,DC001,31.36,False,0.0
2026-02-14,MED018,DC002,15.44,False,0.0
2026-02-14,MED018,DC003,23.7,False,0.0
2026-02-14,MED018,DC004,12.65,False,0.0
2026-02-14,MED018,DC005,66.92,False,0.0
2026-02-14,MED018,DC006,33.81,False,0.0
2026-02-14,MED018,DC007,46.525,False,0.0
2026-02-14,MED018,DC008,36.87,False,0.0
2026-02-14,MED019,DC001,38.4,False,0.0
2026-02-14,MED019,DC002,36.35,False,0.0
2026-02-14,MED019,DC003,52.11,False,0.0
2026-02-14,MED019,DC004,54.82,False,0.0
2026-02-14,MED019,DC005,30.5,False,0.0
2026-02-14,MED019,DC006,29.65,False,0.0
2026-02-14,MED019,DC007,35.33,False,0.0
2026-02-14,MED019,DC008,0.0,False,0.0
2026-02-14,MED020,DC001,11.92,False,0.0
2026-02-14,MED020,DC002,36.85,False,0.0
2026-02-14,MED020,DC003,39.26,False,0.0
2026-02-14,MED020,DC004,22.88,False,0.0
2026-02-14,MED020,DC005,30.02,False,0.0
2026-02-14,MED020,DC006,27.72,False,0.0
2026-02-14,MED020,DC007,51.66,False,0.0
2026-02-14,MED020,DC008,34.72,False,0.0
2026-02-14,MED021,DC001,105.12,False,0.0
2026-02-14,MED021,DC002,78.23,False,0.0
2026-02-14,MED021,DC003,57.08,False,0.0
2026-02-14,MED021,DC004,115.89,False,0.0
2026-02-14,MED021,DC005,84.7,False,0.0
2026-02-14,MED021,DC006,63.07,False,0.0
2026-02-14,MED021,DC007,88.27,False,0.0
2026-02-14,MED021,DC008,74.14,False,0.0
2026-02-14,MED022,DC001,44.7,False,0.0
2026-02-14,MED022,DC002,36.84,False,0.0
2026-02-14,MED022,DC003,28.16,False,0.0
2026-02-14,MED022,DC004,42.68,False,0.0
2026-02-14,MED022,DC005,28.99,False,0.0
2026-02-14,MED022,DC006,19.83,False,0.0
2026-02-14,MED022,DC007,43.1,False,0.0
2026-02-14,MED022,DC008,33.5,False,0.0
2026-02-14,MED023,DC001,43.29,False,0.0
2026-02-14,MED023,DC002,66.67,False,0.0
2026-02-14,MED023,DC003,47.75,False,0.0
2026-02-14,MED023,DC004,33.75,False,0.0
2026-02-14,MED023,DC005,115.47,False,0.0
2026-02-14,MED023,DC006,124.64,False,0.0
2026-02-14,MED023,DC007,33.32,False,0.0
2026-02-14,MED023,DC008,87.47,False,0.0
2026-02-14,MED024,DC001,19.72,False,0.0
2026-02-14,MED024,DC002,21.46,False,0.0
2026-02-14,MED024,DC003,20.34,False,0.0
2026-02-14,MED024,DC004,17.44,False,0.0
2026-02-14,MED024,DC005,27.18,False,0.0
2026-02-14,MED024,DC006,17.79,False,0.0
2026-02-14,MED024,DC007,29.55,False,0.0
2026-02-14,MED024,DC008,104.155,False,0.0
2026-02-14,MED025,DC001,94.29,False,0.0
2026-02-14,MED025,DC002,84.14,False,0.0
2026-02-14,MED025,DC003,89.16,False,0.0
2026-02-14,MED025,DC004,109.4,False,0.0
2026-02-14,MED025,DC005,105.53,False,0.0
2026-02-14,MED025,DC006,83.07,False,0.0
2026-02-14,MED025,DC007,99.43,False,0.0
2026-02-14,MED025,DC008,109.34,False,0.0
2026-02-14,MED026,DC001,46.91,False,0.0
2026-02-14,MED026,DC002,90.12,False,0.0
2026-02-14,MED026,DC003,66.57,False,0.0
2026-02-14,MED026,DC004,90.65,False,0.0
2026-02-14,MED026,DC005,64.6,False,0.0
2026-02-14,MED026,DC006,44.26,False,0.0
2026-02-14,MED026,DC007,47.73,False,0.0
2026-02-14,MED026,DC008,80.45,False,0.0
2026-02-14,MED027,DC001,74.22,False,0.0
2026-02-14,MED027,DC002,53.29,False,0.0
2026-02-14,MED027,DC003,81.03,False,0.0
2026-02-14,MED027,DC004,39.68,False,0.0
2026-02-14,MED027,DC005,68.36,False,0.0
2026-02-14,MED027,DC006,47.78,False,0.0
2026-02-14,MED027,DC007,57.83,False,0.0
2026-02-14,MED027,DC008,70.4,False,0.0
2026-02-14,MED028,DC001,16.91,False,0.0
2026-02-14,MED028,DC002,20.39,False,0.0
2026-02-14,MED028,DC003,30.58,False,0.0
2026-02-14,MED028,DC004,18.98,False,0.0
2026-02-14,MED028,DC005,29.33,False,0.0
2026-02-14,MED028,DC006,14.94,False,0.0
2026-02-14,MED028,DC007,27.09,False,0.0
2026-02-14,MED028,DC008,33.76,False,0.0
2026-02-14,MED029,DC001,18.81,False,0.0
2026-02-14,MED029,DC002,36.65,False,0.0
2026-02-14,MED029,DC003,51.28,False,0.0
2026-02-14,MED029,DC004,37.09,False,0.0
2026-02-14,MED029,DC005,43.2,False,0.0
2026-02-14,MED029,DC006,32.82,False,0.0
2026-02-14,MED029,DC007,40.17,False,0.0
2026-02-14,MED029,DC008,37.59,False,0.0
2026-02-14,MED030,DC001,58.36,False,0.0
2026-02-14,MED030,DC002,43.36,False,0.0
2026-02-14,MED030,DC003,44.72,False,0.0
2026-02-14,MED030,DC004,32.41,False,0.0
2026-02-14,MED030,DC005,40.95,False,0.0
